,articleUrl,articleSeq,articleRegDate,price,title,sortDate,productHiddenStatus,state
41,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=339&boardtype=C&page=1&articleid=911016298&referrerAllArticles=false,911016298.0,2022-04-15 23:15:41,4999999,"아이폰13 PRO MAX 프로 맥스 자급제미개봉,당일개통,박스폰삽니다",2022-04-15 23:15:41,0,0
42,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=424&boardtype=C&page=1&articleid=911016268&referrerAllArticles=false,911016268.0,2022-04-15 23:15:33,2000000,"아이폰,갤럭시(자급제,박스폰,중고폰매입)당일매입[13프로맥스,S22",2022-04-15 23:15:33,0,0
43,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=424&boardtype=C&page=1&articleid=911016185&referrerAllArticles=false,911016185.0,2022-04-15 23:15:02,2000000,"[매입]아이폰13,폴드,플립전기종 자급제,박스폰,중고폰 당일매입",2022-04-15 23:15:02,0,0
44,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=424&boardtype=C&page=1&articleid=911015864&referrerAllArticles=false,911015864.0,2022-04-15 23:12:59,3000,아이폰13 12 프로 맥스 미니 삽니다! 자급제 통신사 유심기변,2022-04-15 23:12:59,0,0
45,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=339&boardtype=C&page=1&articleid=911015456&referrerAllArticles=false,911015456.0,2022-04-15 23:10:27,45000,아이폰13프로 블루포그 실리콘 케이스 팔아요,2022-04-15 23:10:27,0,0
46,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=339&boardtype=C&page=1&articleid=911015412&referrerAllArticles=false,911015412.0,2022-04-15 23:10:07,4999999,"아이폰13 PRO MAX 프로 맥스 자급제미개봉,당일개통,박스폰삽니다",2022-04-15 23:10:07,0,0
47,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=424&boardtype=C&page=1&articleid=911015351&referrerAllArticles=false,911015351.0,2022-04-15 23:09:46,1000000,아이폰13 12 미니 mini 11 미개봉 자급제 매입 삽니다,2022-04-15 23:09:46,0,0
48,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=339&boardtype=C&page=1&articleid=911015178&referrerAllArticles=false,911015178.0,2022-04-15 23:08:41,1500000,"[매입]아이폰13 프로 맥스 애플전기종,중고폰,자급제미개봉,박스폰매입",2022-04-15 23:08:41,0,0
49,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=339&boardtype=C&page=1&articleid=911015010&referrerAllArticles=false,911015010.0,2022-04-15 23:07:26,1100000,S급 아이폰13 프로 128 자급제,2022-04-15 23:07:26,0,0
50,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=339&boardtype=C&page=1&articleid=911014735&referrerAllArticles=false,911014735.0,2022-04-15 23:05:24,3333333,"[매입]아이폰 13 프로 맥스(자급제폰,박스폰,당일개통폰,중고폰)",2022-04-15 23:05:24,0,0
51,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=339&boardtype=C&page=1&articleid=911014437&referrerAllArticles=false,911014437.0,2022-04-15 23:03:21,2990000,"아이폰13 mini/pro/pro max 당일매입(신규개통,데모폰)",2022-04-15 23:03:21,0,0
52,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=424&boardtype=C&page=1&articleid=911014421&referrerAllArticles=false,911014421.0,2022-04-15 23:03:15,2000000,"아이폰,갤럭시(자급제,박스폰,중고폰매입)당일매입[13프로맥스,S22",2022-04-15 23:03:15,0,0
53,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=339&boardtype=C&page=1&articleid=911014414&referrerAllArticles=false,911014414.0,2022-04-15 23:03:13,1450000,아이폰13프로 512g 자급제 미개봉 새제품 판매합니다.,2022-04-15 23:03:13,0,0
54,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=339&boardtype=C&page=1&articleid=911014302&referrerAllArticles=false,911014302.0,2022-04-15 23:02:25,1500000,"[매입]아이폰13 프로 맥스 애플전기종,중고폰,자급제미개봉,박스폰매입",2022-04-15 23:02:25,0,0
55,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=339&boardtype=C&page=1&articleid=911014243&referrerAllArticles=false,911014243.0,2022-04-15 23:01:56,1430000,아이폰13프로맥스 256G 실버색상 미개봉 자급제 새상품 판매합니다.,2022-04-15 23:01:56,0,0
56,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=424&boardtype=C&page=1&articleid=911014235&referrerAllArticles=false,911014235.0,2022-04-15 23:01:52,615000,[판매]아이폰13미니 128GB/256GB/ 등급별 공기계 중고폰 판매 합니다[무료배송/사은품증정],2022-04-15 23:01:52,0,0
57,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=339&boardtype=C&page=1&articleid=911014222&referrerAllArticles=false,911014222.0,2022-04-15 23:01:47,930000,"[대구,전국] 아이폰13 128G / 핑크 / 미개봉 / 케이스, 무선충전기 포함 / 94만원",2022-04-15 23:01:47,0,0
58,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=339&boardtype=C&page=1&articleid=911013901&referrerAllArticles=false,911013901.0,2022-04-15 22:59:35,3000,아이폰13프로 맥스 미니 갤럭시S22 자급제 통신사 유심기변 전기종 삽니다.,2022-04-15 22:59:35,0,0
59,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=339&boardtype=C&page=1&articleid=911013818&referrerAllArticles=false,911013818.0,2022-04-15 22:59:00,3333333,"[매입]아이폰 13 프로 맥스(자급제폰,박스폰,당일개통폰,중고폰)",2022-04-15 22:59:00,0,0
60,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=339&boardtype=C&page=1&articleid=911013584&referrerAllArticles=false,911013584.0,2022-04-15 22:57:25,1430000,아이폰13프로맥스 256G 실버색상 미개봉 자급제 새상품 판매합니다.,2022-04-15 22:57:25,0,0
61,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=339&boardtype=C&page=1&articleid=911013537&referrerAllArticles=false,911013537.0,2022-04-15 22:57:03,1530000,아이폰13 프로 512기가 미개봉자급제미개통새상품입니다,2022-04-15 22:57:03,0,0
62,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=424&boardtype=C&page=1&articleid=911013523&referrerAllArticles=false,911013523.0,2022-04-15 22:56:54,2000000,"아이폰,갤럭시(자급제,박스폰,중고폰매입)당일매입[13프로맥스,S22",2022-04-15 22:56:54,0,0
63,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=339&boardtype=C&page=1&articleid=911013062&referrerAllArticles=false,911013062.0,2022-04-15 22:53:27,4999999,"아이폰13 PRO MAX 프로 맥스 자급제미개봉,당일개통,박스폰삽니다",2022-04-15 22:53:27,0,0
64,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=339&boardtype=C&page=1&articleid=911012974&referrerAllArticles=false,911012974.0,2022-04-15 22:52:47,1060000,아이폰13프로 자급제 128GB 실버 판매합니다,2022-04-15 22:52:47,0,0
65,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=339&boardtype=C&page=1&articleid=911012921&referrerAllArticles=false,911012921.0,2022-04-15 22:52:31,100000000,[24시]아이폰13 미니 13프로 맥스 (애플/삼성전기종 최고가매입),2022-04-15 22:52:31,0,0
66,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=424&boardtype=C&page=1&articleid=911012733&referrerAllArticles=false,911012733.0,2022-04-15 22:51:14,2000000,"아이폰전기종(자급제,박스폰,중고폰,유심기변)직접매입[아이폰13프로]",2022-04-15 22:51:14,0,0
67,,,2022-04-15 22:49:45,1200000,아이폰13프로미개봉팝니다,2022-04-15 22:49:45,0,0
68,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=424&boardtype=C&page=1&articleid=911012499&referrerAllArticles=false,911012499.0,2022-04-15 22:49:42,2000000,"[매입]아이폰13,갤럭시S22전기종 자급제,박스폰,중고폰,파손폰매입",2022-04-15 22:49:42,0,0
69,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=339&boardtype=C&page=1&articleid=911012213&referrerAllArticles=false,911012213.0,2022-04-15 22:47:53,4999999,"아이폰13 PRO MAX 프로 맥스 자급제미개봉,당일개통,박스폰삽니다",2022-04-15 22:47:53,0,0
70,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=339&boardtype=C&page=1&articleid=911012069&referrerAllArticles=false,911012069.0,2022-04-15 22:47:05,1260000,아이폰13프로 256기가 그라파이트 자급제 미개봉 판매 합니다,2022-04-15 22:47:05,0,0
